STORECODE|STORENAME|BRAND|ZONE|REGION|DISTRICT|STORETYPE|STORESTATUS|MGRSNAME|MGRNAME|CITY|STATE|LATITUDE|LONGITUDE
TMW_1228|#1228Mission Plaza Shopping Center|TMW|TMW_S|TMW_S5|TMW_S505|Brick & Mortar|Open|RC20|Roberto Cervantes|El Paso|TX|31.772588|-106.377449
TMW_3112|#3112Oglethorpe Plaza Center|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|---|---|Savannah|GA|32.003374|-81.12391
JAB_0551|#0551Abercorn Walk|JAB|JAB_S|JAB_S1|JAB_S103|Brick & Mortar|Open|IM145|Iesha Mitchell|Savannah|GA|32.024367|-81.112065
TMW_1258|#1258The Commons At Northpark|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|FL67|Felicia Licon|Midland|TX|32.037225|-102.122207
TMW_2508|#2508Broadway Center|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|VT26|Vanessa Torres|Tucson|AZ|32.22116|-110.871795
TMW_2507|#2507Wetmore Plaza|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|NJS24|Nicholas John Sabino|Tucson|AZ|32.286149|-110.979987
TMW_1244|#1244Broadway Square Mall|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|DBS26|David Brent Sanchez|Tyler|TX|32.299168|-95.302225
TMW_3404|#3404Eastchase Center|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|DSS24|Diandria Shaunta Smith|Montgomery|AL|32.357595|-86.166058
TMW_1411|#1411County Line Plaza|TMW|TMW_S|TMW_S4|TMW_S405|Brick & Mortar|Open|RJJ3|Rashad Jay Johnson|Jackson|MS|32.398767|-90.139819
TMW_1267|#1267 Abilene, Tx|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|MBJ10|Monika Barbara Jaskiewicz|Abilene|TX|32.4074|-99.7766
TMW_1407|#1407Kings Crossing|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|TD12|Tyrone Darden|Shreveport|LA|32.440648|-93.716084
TMW_1405|#1405 Monroe, La|TMW|TMW_S|TMW_S4|TMW_S405|Brick & Mortar|Open|VLF4|Vincent Louis Fortner|Monroe|LA|32.495936|-92.060047
TMW_3118|#3118Columbus Park Shopping Center|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|TLR41|Tyler Logan Russo|Columbus|GA|32.545609|-84.948965
TMW_1240|#1240 Cedar Hill, Tx|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|MJM113|Martin J Mendoza Jr|Cedar Hill|TX|32.593582|-96.940824
TMW_3407|#3407Tiger Town Outdoor Shopping Center|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|KMC25|Kellie Michelle Cotton|Opelika|AL|32.617608|-85.408586
TMW_2308|#2308Plaza Bonita|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|KER15|Karl Ernest Rothery|National City|CA|32.654931|-117.065786
KNG_0309|#0309 Duncanville|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|HRM14|Hilda R Mendiola|Duncanville|TX|32.659134|-96.892688
KNG_0034|#0034Cooper Street Plaza|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|EP21|Esmeralda Perez|Arlington|TX|32.671229|-97.133279
TMW_1231|#1231Hulen Fashion Center|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|EP124|Everette Payne|Fort Worth|TX|32.671479|-97.400626
TMW_1238|#1238 So. Arlington|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|---|---|Arlington|TX|32.678805|-97.120317
JAB_0368|#0368University Park Village Shopping Center|JAB|JAB_S|JAB_S5|JAB_S507|Brick & Mortar|Open|DMP62|Dianna Marie Payne|Fort Worth|TX|32.729563|-97.361924
TMW_1237|#1237Chapel Hill|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|GJL9|Guillermo Jose Larios|Fort Worth|TX|32.731959|-97.390561
TMW_2302|#2302Park Valley Center|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|PC107|Predrag Cepurac|San Diego|CA|32.769797|-117.152058
TMW_2311|#2311Grossmont Plaza|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|ABG8|Aubrey B Gonawela|La Mesa|CA|32.778489|-117.005814
TMW_3211|#3211Outback Plaza|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|MLN5|Michelle Lynne Nutter|Charleston|SC|32.798726|-80.022782
TMW_1266|#1266 Dallas, Tx|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|MRV12|Michael Ryan VanGordon|Dallas|TX|32.806488|-96.798336
KNG_0310|#0310 Mesquite|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|AS95|Antranique Stewart|Mesquite|TX|32.809799|-96.618871
TMW_1233|#1233Town East|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|SAM131|Stephen Alexander Martinez|Mesquite|TX|32.813229|-96.620179
TMW_1239|#1239 South Of Northeast Mall|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|JW452|Jalen White|Hurst|TX|32.823311|-97.201191
JAB_0449|#0449Mount Pleasant Towne Centre|JAB|JAB_S|JAB_S1|JAB_S103|Brick & Mortar|Open|LG74|Linda Gardner|Mount Pleasant|SC|32.830334|-79.830652
TMW_3218|#3218Mt. Pleasant Town Center|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|SL296|Sarah Lorber-Wozniak|Mount Pleasant|SC|32.830748|-79.827998
KNG_0030|#0030 Irving|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|PSC4|Patrick S Caughron|Irving|TX|32.838418|-97.004727
JAB_0063|#0063Plaza at Preston Village|JAB|JAB_S|JAB_S5|JAB_S502|Brick & Mortar|Open|KLB66|Kenneth L Baxter|Dallas|TX|32.865224|-96.803153
TMW_1236|#1236Caruth Plaza|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|AT304|Adam Tekle|Dallas|TX|32.872784|-96.768915
JAB_0881|#0881The Plaza At Rockwall|JAB|JAB_S|JAB_S5|JAB_S502|Brick & Mortar|Open|CJ199|Carl Johnson|Rockwall|TX|32.903821|-96.452432
TMW_1268|#1268Alliance Town Center|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|MS854|Lissa Searchfield|Fort Worth|TX|32.9073|-97.3141
TMW_1249|#1249Las Colinas|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|MAI3|Mohammad A Itani|Irving|TX|32.914558|-96.961403
TMW_2301|#2301Mira Mesa Market Center|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|EUS3|Eddie Ulises Sanchez Garcia|San Diego|CA|32.916385|-117.118817
TMW_3117|#3117Riverside Crossing|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|CG282|Christopher Douglas Gray|Macon|GA|32.926517|-83.714364
TMW_1248|#1248 Southlake, Tx|TMW|TMW_S|TMW_S5|TMW_S504|Brick & Mortar|Open|JCR68|Ceasar Ceasar Ruiz|Southlake|TX|32.939053|-97.103608
JAB_0385|#0385Southlake Town Square|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|SA228|Sara Abdeljaber|Southlake|TX|32.942789|-97.132677
TMW_3278|#3278Northwoods Mall|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|MMM43|Michael M Mazzell|North Charleston|SC|32.943657|-80.044066
TMW_1260|#1260 Garland, Tx|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|ARE2|Alex R Ehsani|Garland|TX|32.953993|-96.614131
TMW_1232|#1232Prestonwood Town Center|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|MFG7|Melissa Fay Godinez|Dallas|TX|32.954673|-96.817291
KNG_0308|#0308 Lewisville|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|TLL23|Tracy L Lamoureux|Lewisville|TX|33.001415|-96.963876
TMW_1246|#1246Vista Ridge Village|TMW|TMW_S|TMW_S5|TMW_S504|Brick & Mortar|Open|TI8|Tayyab Imran|Lewisville|TX|33.00824|-96.975959
TMW_1243|#1243Collin Creek|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|WAR12|Winter Aleczandria Rose|Plano|TX|33.012513|-96.709398
KNG_0031|#0031 Plano|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|ATA5|Aemerete T Areaya|Plano|TX|33.03861|-96.701394
TMW_2310|#2310Encinitas Ranch Town Center|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|DMM98|Dani Marie Martinez|Encinitas|CA|33.066273|-117.265751
JAB_0794|#0794Market At Preston Ridge|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|WN17|Wali Nassery|Frisco|TX|33.103136|-96.809656
TMW_1250|#1250The Center at Preston Ridge|TMW|TMW_S|TMW_S5|TMW_S504|Brick & Mortar|Open|SBR13|Sara Beth Richards|Frisco|TX|33.104179|-96.810475
TMW_2303|#2303Escondido Promenade|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|CL310|Chris Lacroix|Escondido|CA|33.112717|-117.09934
TMW_1263|#1263 Allen, Tx|TMW|TMW_S|TMW_S5|TMW_S504|Brick & Mortar|Open|KM12|Krista Ashley Cox|Allen|TX|33.128306|-96.659379
JAB_0754|#0754Fairview Town Center|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|JSV25|Josh Steven Verret|Fairview|TX|33.1309|-96.655896
TMW_2307|#2307 El Camino North S/C|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|CBB2|Cynthia Beth Griffin|Oceanside|CA|33.181571|-117.332236
TMW_1261|#1261Denton Towne Center|TMW|TMW_S|TMW_S5|TMW_S504|Brick & Mortar|Open|NS110|Nicholas Stewart|Denton|TX|33.190397|-97.100195
TMW_3409|#3409 Tuscaloosa, Al|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|MCM52|Michael C Matthews|Tuscaloosa|AL|33.197358|-87.522794
TMW_2513|#2513San Tan Village|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|CES5|Curt E Steiger|Gilbert|AZ|33.30139|-111.743179
TMW_2512|#2512 Chandler, Az|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|AAF30|Ahmed Attia Ahmed Farrag|Chandler|AZ|33.306716|-111.89864
JAB_0474|#0474Patton Creek|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|RWM14|Robert William Moerke|Hoover|AL|33.375966|-86.814679
TMW_3402|#3402Galleria Circle|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|---|---|Hoover|AL|33.377482|-86.811102
TMW_3119|#3119Ashley Park|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|---|---|Newnan|GA|33.388865|-84.762034
TMW_2511|#2511 Mesa, Az|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|AMH37|Amanda Marie Laursen|Mesa|AZ|33.393656|-111.693715
TMW_3401|#3401River Ridge Shopping Center|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|PJL12|Paul J La Mela|Birmingham|AL|33.428084|-86.709481
TMW_2502|#2502Tempe Marketplace|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|RV6|Rosie Valenzuela-Harris|Tempe|AZ|33.431871|-111.902729
KNG_0108|#0108Wildwood Centre|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|JLW69|Johna Lorraine Nall|Homewood|AL|33.445264|-86.823976
TMW_2515|#2515 Avondale, Az|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|JMT70|Michelle Michelle Treat|Avondale|AZ|33.46435|-112.275179
TMW_3108|#3108Henry Town Center|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|CR105|Charlisa Renee Irby|Mcdonough|GA|33.4663|-84.2182
JAB_0029|#0029Colonial Brookwood Village|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|CLS43|Calvin Lamar Shaw|Birmingham|AL|33.468753|-86.772887
TMW_3113|#3113Fayette Pavilion|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|MH461|Michael Hill-Stewart|Fayetteville|GA|33.480562|-84.445323
TMW_3110|#3110 Augusta Exchange|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|---|---|Augusta|GA|33.486941|-82.082132
TMW_2503|#2503Camelback Colonnade|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|---|---|Phoenix|AZ|33.508937|-112.040775
TMW_2737|#2737Promenade Mall|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|---|---|Temecula|CA|33.52561|-117.158312
TMW_1245|#1245Central Plaza Shopping Center|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|DMG60|Dianne Marie Garcia|Lubbock|TX|33.537227|-101.921101
TMW_2504|#2504The Pavilions|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|PJ54|Peter Michael Jachimiak|Scottsdale|AZ|33.537737|-111.887997
TMW_2739|#2739 Mission Viejo|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|JA153|Josue Josh Acevedo|Mission Viejo|CA|33.561253|-117.669562
KNG_0014|#0014Southlake|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|AYM1|Angelique Yvette Frazier|Morrow|GA|33.572286|-84.348131
TMW_2510|#2510 Scottsdale, Az|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|LAL37|Laurie Ann Lilla|Scottsdale|AZ|33.63547|-111.921127
JAB_0532|#0532The Promenade|JAB|JAB_W|JAB_W3|JAB_W302|Brick & Mortar|Open|DAD44|Danny Anthony Dorris|Scottsdale|AZ|33.636105|-111.922629
TMW_2505|#2505Arrowhead Crossing|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|CAH33|Chad Adam Howarth|Peoria|AZ|33.637136|-112.225159
TMW_2707|#2707Santa Ana Shopping Center|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|---|---|Santa Ana|CA|33.695064|-117.885909
TMW_3116|#3116Stonecrest Parc|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|MAE43|Micheal Amakiri Ebirien-agana|Lithonia|GA|33.697833|-84.089981
TMW_3219|#3219 Myrtle Beach, Sc|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|ANP10|Alesia N Gagnon|Myrtle Beach|SC|33.704688|-78.919882
TMW_2509|#2509Shops At Norterra|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|JTR6|Justin Todd Roberts|Phoenix|AZ|33.713631|-112.109236
TMW_2746|#2746 Palm Desert, Ca|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|LRK10|Lisa R Kneiding|Palm Desert|CA|33.729042|-116.402594
TMW_2701|#2701Sher Lane Shopping Center|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|JPH28|Josh Peter Huntzinger|Huntington Beach|CA|33.729095|-117.993894
TMW_3115|#3115Landing At Arbor Place|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|TS12|Todd Francis Sibley|Douglasville|GA|33.729786|-84.737772
TMW_2736|#2736Town & Country|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|DWB13|Dan W Beuchat|Orange|CA|33.776306|-117.867004
KNG_0010|#0010 Atlanta|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|QCN1|Quoc C Nguyen|Atlanta|GA|33.801926|-84.427686
KNG_0015|#0015 Stone Mtn|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|RJH23|Rhonda Jean Griffiths|Stone Mountain|GA|33.825691|-84.112024
TMW_3103|#3103Buckhead Square|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|TMA7|Telisa M Albright|Atlanta|GA|33.843206|-84.370774
JAB_0016|#0016Buckhead|JAB|JAB_S|JAB_S4|JAB_S406|Brick & Mortar|Open|GWB11|Gregory William Barkhauer|Atlanta|GA|33.853618|-84.358686
TMW_2745|#2745 Lakewood, Ca|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|JRM3|John Ray Martinez|Lakewood|CA|33.85421|-118.13941
TMW_2708|#2708 Hawthorne Blvd.|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|ADF20|Anthony D Fracchia|Torrance|CA|33.863565|-118.353107
JAB_0314|#0314Crossings at Akers Mill|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|JDL64|Jason D Lopez|Atlanta|GA|33.879449|-84.463828
TMW_3104|#3104 Atlanta, Ga|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|AAA12|Adebayo Adetokunbo Adeniran Sr|Atlanta|GA|33.881519|-84.464497
TMW_3106|#3106 Scenic Highway|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|MR339|Maria Riley|Snellville|GA|33.897535|-84.004116
TMW_2705|#2705Magnolia Tyler Shopping Center|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|RJS24|Roxanne Joan Schultz|Riverside|CA|33.911054|-117.461208
TMW_3120|#3120 Athens, Ga|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|CFW5|Christian Faith Wolfe|Athens|GA|33.916693|-83.456186
TMW_2706|#2706Brea Marketplace|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|---|---|Brea|CA|33.918168|-117.885342
TMW_3109|#3109Perimeter Expo|TMW|TMW_S|TMW_S4|TMW_S404|Brick & Mortar|Open|MG352|Marshall Garrett|Atlanta|GA|33.920192|-84.344025
JAB_0448|#0448The Avenue|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|RM290|Robert Frederick Mc Guigan|Marietta|GA|33.951827|-84.658173
KNG_0011|#0011Mall Corners Shopping Center|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|JNW3|Jessica N Allen|Duluth|GA|33.955264|-84.134824
TMW_2729|#2729Villa Marina Marketplace|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|JES48|Jen Elizabeth Santiago|Marina Del Rey|CA|33.985108|-118.437885
JAB_0332|#0332The Avenue at East Cobb|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|FB11|Francis Owusu Banahene|Marietta|GA|33.988066|-84.421999
TMW_2733|#2733Chino Spectrum Marketplace|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|---|---|Chino|CA|33.99754|-117.716732
TMW_3224|#3224Five Points|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|DE94|Lena Millicent Evans|Columbia|SC|33.999018|-81.016295
TMW_3101|#3101Town Center Plaza|TMW|TMW_S|TMW_S4|TMW_S404|Brick & Mortar|Open|---|---|Kennesaw|GA|34.013183|-84.561994
KNG_0012|#0012 Kennesaw|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|GYG1|Germaine Y Gillerson White|Kennesaw|GA|34.015542|-84.567452
TMW_2703|#2703 Santa Monica|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|CS553|Carl Smith|Santa Monica|CA|34.029356|-118.485965
TMW_2727|#2727Eng's Plaza|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|---|---|Monterey Park|CA|34.042125|-118.142053
JAB_0338|#0338North Point Village Shopping Center|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|TSB22|Tafari S Belfield|Alpharetta|GA|34.042414|-84.301058
TMW_3105|#3105North Point Marketcenter|TMW|TMW_S|TMW_S4|TMW_S404|Brick & Mortar|Open|TDW12|Twyla Danielle Adeniran|Alpharetta|GA|34.047881|-84.28764
TMW_3114|#3114Mall Of Georgia Crossing|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|MA271|Mirjalaludin Ansari|Buford|GA|34.069465|-83.984354
TMW_2744|#2744Redlands Town Center|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|SSR14|Stormie Skye Romero|Redlands|CA|34.072426|-117.209177
TMW_2747|#2747 Los Angeles|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|PR34|Peter Rivera|Los Angeles|CA|34.074143|-118.376254
TMW_3212|#3212Columbiana Center|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|AJS43|Amanda Jo Nelson|Columbia|SC|34.074737|-81.156823
JAB_0858|#0858The Plaza|JAB|JAB_S|JAB_S4|JAB_S402|Brick & Mortar|Open|TB202|Tiffany Bryant|Buford|GA|34.076674|-83.984911
TMW_2714|#2714Victoria Garden|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|AHA5|Abdelhamid Hosny Abdelhamid|Rancho Cucamonga|CA|34.107556|-117.538572
TMW_3223|#3223Village At Sandhill|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|CMB90|Chanz Malik Branch|Columbia|SC|34.129785|-80.874037
TMW_2716|#2716South Lake Shopping Center|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|DDW45|Dustin James Wong|Pasadena|CA|34.138857|-118.131988
TMW_2711|#2711 Brand Blvd|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|JA432|Jacqueline Awad|Glendale|CA|34.146512|-118.254752
JAB_0755|#0755The Collection at Forsyth|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|LAH35|Lawrence A Huss|Cumming|GA|34.153237|-84.178352
TMW_2726|#2726Village At Moorpark|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|EAM20|Edgar Alberto Moran|Thousand Oaks|CA|34.179604|-118.877078
TMW_2702|#2702Woodland Hills Retail Center|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|---|---|Woodland Hills|CA|34.186309|-118.600979
TMW_2740|#2740Burbank Town Center|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|MRM96|Mary Rachael Morrison|Burbank|CA|34.189418|-118.326902
TMW_3225|#3225Commons At Magnolia|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|MJ236|Mia James|Florence|SC|34.193048|-79.839982
TMW_3216|#3216 Wilmington, Nc|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|---|---|Wilmington|NC|34.212604|-77.89782
TMW_2710|#2710Oxnard Auto Center|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|HLB16|Hannah Lulu Breschard|Oxnard|CA|34.224106|-119.151763
JAB_0467|#0467Mayfaire Town Center|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|CT228|Chad Benjamin Turner|Wilmington|NC|34.242977|-77.830228
TMW_2723|#2723 Magic Mountain Prkwy|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|RJL15|Robert Joseph Lares|Santa Clarita|CA|34.41896|-118.557087
TMW_2717|#2717Paseo Nuevo|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|AMA63|Aleksandra M Antoszewska|Santa Barbara|CA|34.418979|-119.698763
TMW_3226|#3226 Anderson, Sc|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|JLM168|Jason Lewis Masters|Anderson|SC|34.55135|-82.678091
TMW_2516|#2516 Prescott Valley|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|CC294|Charlie Champion|Prescott Valley|AZ|34.5751|-112.366
TMW_2735|#2735Antelope Valley Mall|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|LLA2|Leslie Lynn Arias|Palmdale|CA|34.602173|-118.151834
TMW_3406|#3406Parkway Place|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|KWS7|Kenny Wayne Scott|Huntsville|AL|34.706614|-86.586798
JAB_0821|#0821Bridge Street Town Center|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|RAG21|Regina Ann Shamblin|Huntsville|AL|34.715574|-86.672877
TMW_3403|#3403Westside Pavilion|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|JGH2|Joe Gerard Hefti|Huntsville|AL|34.743799|-86.683398
TMW_1531|#1531Chenal Parkway|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|SMW45|Sandra M Wilkie|Little Rock|AR|34.751387|-92.413341
JAB_0357|#0357Chenal Creek Shopping Center|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|MB611|Margo Brankin|Little Rock|AR|34.755187|-92.41756
KNG_0607|#0607Verdae Village|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|EDT3|Elsie D Taylor|Greenville|SC|34.822054|-82.338652
JAB_0070|#0070 449 Haywood Road|JAB|JAB_S|JAB_S4|JAB_S402|Brick & Mortar|Open|SIE2|Sherry Irby Ellerbe|Greenville|SC|34.842166|-82.343428
TMW_3213|#3213Promenade At Haywood|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|DP151|Derek Parker|Greenville|SC|34.851856|-82.336523
TMW_3228|#3228West Blackstock|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|WTD5|Todd Todd Davis|Spartanburg|SC|34.9393|-81.9907
TMW_3231|#3231 Rock Hill, Sc|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|JLM158|Jason Luis Morrow|Rock Hill|SC|34.94014|-80.975949
TMW_1412|#1412Southaven Town Center|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|ZJM3|Zachary Justin Martin|Southaven|MS|34.95716|-89.991856
TMW_1541|#1541Hamilton Place Mall|TMW|TMW_S|TMW_S4|TMW_S404|Brick & Mortar|Open|DKL3|David Kalai Long|Chattanooga|TN|35.032158|-85.15497
JAB_0389|#0389Hamilton Place Mall|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|---|---|Chattanooga|TN|35.035847|-85.159258
JAB_0459|#0459Promenade On Providence|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|KRB48|Kyle R Benken|Charlotte|NC|35.062662|-80.772216
JAB_0102|#0102Glenford Crossing|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|LB268|Linda Ann Bozeman-Collins|Fayetteville|NC|35.065091|-78.962411
TMW_3227|#3227 Fayetteville, Nc|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|EML29|Eddie Michael Lafave|Fayetteville|NC|35.0705|-78.9607
TMW_3205|#3205Carolina Place Mall|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|---|---|Pineville|NC|35.080675|-80.878354
JAB_0031|#0031Saddle Creek South|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|BMT11|Betty M Thornton|Germantown|TN|35.093991|-89.811997
